s6.new.rev.p2.m2,s4.loc.ic.ins.p1,s8.mbl.p2,s2.rch.val.l67,s7.s4.day.no.mou.p2.p4,s3.new.rev.p3,s8.ic.mou.all.p3,s8.new.rev.p3,s8.rtd.mou.p3,s2.s4.day.no.mou.p3,s4.std.ins.l14,s4.loc.ins.l14,s4.data.ins.l14,s4.std.ic.ins.l14,target
-0.85,3,6.41,45.5,0.352941177,2.2289999999999965,-0.16,0.15,0.07,5.5,0,13,0,0,1
-0.48,4,0.0,104.0,0.0,21.32,-0.03,-1.06,0.68,2.0,0,12,4,0,0
0.11,4,6.59,53.53,99.0,6.5,-0.26,0.14,0.14,0.0,1,14,0,1,0
0.46,2,6.59,147.5,99.0,21.32,0.41,0.85,0.76,0.0,9,9,0,6,0
-0.43,3,4.56,29.67,99.0,7.34,-0.37,-0.71,-0.72,0.0,0,14,1,0,0
-0.84,2,0.0,22.298999999999996,0.272727273,2.2289999999999965,0.04,0.05,0.04,5.5,0,9,0,0,0
-0.65,4,-0.11,68.0,0.263157895,2.2289999999999965,0.1,0.0,0.0,4.0,4,13,3,4,1
-0.31,4,6.35,89.75,99.0,21.32,0.11,-1.06,-0.27,0.0,0,14,0,0,0
-0.42,3,-0.76,125.0,0.5,3.5,0.25,-0.32,-0.27,2.0,0,10,0,0,0
-0.82,4,4.37,33.6,1.0,3.68,-0.57,-0.44,-0.34,2.0,0,14,0,0,1
-0.47,2,-0.87,22.298999999999996,0.5,4.53,-0.03,-0.46,-0.34,0.0,0,13,0,0,1
-0.32,4,-0.17,26.76,99.0,6.72,0.32,-0.39,-0.58,0.0,2,14,0,1,0
-0.28,4,0.0,24.0,0.2,19.87,0.36,-0.47,-1.07,0.0,0,14,0,0,1
-0.4,3,6.57,49.0,0.6,6.23,0.39,-0.35,-0.29,3.0,0,13,1,0,1
0.87,4,-7.0,37.6,0.0,5.97,0.4,0.57,0.53,2.0,2,10,0,2,0
-0.95,1,0.0,26.25,0.35,2.2289999999999965,-0.03,0.0,0.0,5.5,0,9,1,0,0
-0.26,4,-3.95,89.1,0.0,3.91,0.17,-0.06,-0.03,0.0,1,14,12,1,1
-0.3,4,6.04,75.83,0.0,11.09,-0.12,-0.67,-0.47,0.0,6,14,0,5,1
0.22,4,4.86,48.89,99.0,4.1,-0.22,0.31,-0.13,0.0,0,14,0,0,1
-0.4,4,-4.07,39.67,0.5,6.76,-0.36,-0.38,-0.28,2.0,0,12,2,0,0
0.87,4,3.94,125.5,0.4,8.67,0.06,0.28,0.2,2.0,0,13,12,0,0
-0.31,4,-3.25,69.0,99.0,2.97,0.14,-0.31,-0.23,0.0,5,14,0,5,0
-0.11,4,4.47,34.83,0.0,9.03,0.03,0.22,0.4,0.0,0,14,0,0,1
-0.73,4,6.59,147.5,1.0,7.2,-0.44,-0.54,-0.48,0.0,0,14,1,0,1
0.05,4,4.02,62.33,99.0,7.32,-0.08,0.24,-0.19,0.0,0,14,0,0,0
-0.45,4,6.59,147.5,99.0,5.49,-0.19,-0.48,-0.41,0.0,0,14,0,0,0
-0.95,4,0.0,38.09,0.7,5.98,0.22,-0.92,-0.49,5.5,0,14,4,0,1
0.57,4,0.55,62.44,0.0,4.84,-0.12,0.58,0.44,0.0,9,14,12,6,1
0.87,3,0.18,22.298999999999996,0.333333333,16.44,0.59,0.85,0.76,0.0,5,14,0,5,0
0.03,4,5.23,62.9,99.0,10.58,0.53,0.69,-0.42,0.0,0,14,1,0,0
-0.95,3,0.0,44.17,0.4375,2.2289999999999965,-0.18,0.0,0.0,5.5,1,10,5,0,1
-0.95,4,0.0,147.5,0.0,2.2289999999999965,-0.72,0.0,-1.07,0.0,1,14,0,0,0
-0.09,4,-7.0,118.33,99.0,15.05,-0.36,-0.06,-0.48,0.0,9,11,9,6,0
0.87,3,-3.0,75.0,0.111111111,18.01,-0.25,0.7,0.4,0.0,8,10,1,6,0
-0.27,4,-7.0,87.45,99.0,21.1,-0.03,-1.06,-1.07,0.0,0,14,12,0,0
-0.64,3,5.84,63.33,0.3,10.11,-0.67,-0.5,-0.35,4.0,0,13,0,0,0
0.82,4,-0.01,31.0,0.2,13.39,0.59,0.25,-0.02,4.0,0,14,0,0,0
0.47,4,-7.0,70.0,0.0,7.6,0.59,0.75,0.76,0.0,0,14,0,0,0
0.87,3,3.88,53.8,0.0,21.32,0.59,0.85,0.76,3.0,9,9,2,6,0
-0.95,4,0.0,56.67,0.5,11.21,-0.47,-1.06,-0.84,5.5,2,14,0,1,1
0.87,4,2.33,46.82,0.0,19.78,0.59,0.85,0.76,0.0,0,14,0,0,0
-0.24,2,-5.58,83.0,0.5,6.64,-0.13,-0.05,-0.02,2.0,0,14,0,0,1
0.62,3,0.28,23.74,0.0,8.14,-0.45,0.47,-0.09,2.0,2,11,1,2,0
-0.95,2,0.0,29.8,0.666666667,20.7,-0.72,-1.06,-1.07,4.5,0,10,1,0,1
-0.61,3,-1.4,36.86,0.5,2.2289999999999965,-0.17,0.04,-0.08,2.0,0,14,0,0,0
-0.95,3,0.0,83.2,0.368421053,2.2289999999999965,-0.6,0.0,0.0,5.5,0,12,12,0,1
-0.06,4,-0.36,53.5,99.0,19.66,-0.72,-1.06,-1.07,0.0,0,14,0,0,0
0.35,2,2.64,50.0,0.235294118,7.69,0.07,0.53,0.21,5.5,0,9,0,0,0
-0.73,1,0.0,144.0,1.0,21.32,-0.72,-0.96,-0.77,4.0,1,10,0,1,1
-0.95,1,0.0,26.5,0.538461539,4.79,-0.29,-0.74,-0.54,5.5,0,9,0,0,1
-0.55,4,-1.46,44.36,99.0,3.29,0.27,-0.26,-0.55,0.0,6,14,0,6,0
-0.33,2,-2.43,58.0,0.333333333,3.12,-0.16,0.0,0.01,2.5,2,11,6,1,0
0.23,3,3.62,44.5,0.25,5.39,-0.37,0.09,-1.07,5.0,1,13,0,0,1
-0.26,3,0.56,90.44,99.0,9.76,-0.2,-0.32,-0.54,0.0,9,13,1,6,0
0.76,4,4.16,37.14,0.25,5.26,0.34,0.67,0.51,5.0,0,14,0,0,0
-0.06,4,-0.22,54.33,99.0,9.75,0.33,0.16,0.09,0.0,0,14,0,0,0
0.31,4,2.41,34.42,0.0,11.38,0.51,0.35,0.27,0.0,0,14,0,0,0
-0.25,3,-0.03,23.33,0.0,2.2289999999999965,-0.1,0.03,0.02,0.0,0,14,0,0,0
0.22,4,-2.25,147.5,0.166666667,4.86,0.17,-0.15,0.16,0.0,4,13,0,3,0
-0.55,4,0.09,38.67,0.8,6.2,0.3,-0.46,-1.07,2.5,0,14,8,0,0
0.41,4,-7.0,58.0,99.0,9.49,0.59,0.65,0.76,0.0,3,14,12,2,0
-0.78,4,-0.12,24.67,0.545454546,5.72,-0.46,-0.39,-0.19,4.0,0,14,5,0,0
-0.24,3,6.59,49.0,0.0,3.33,0.07,-0.14,-0.49,0.0,0,14,0,0,0
-0.46,4,-0.06,93.18,99.0,17.12,-0.13,-1.06,-0.99,0.0,0,14,1,0,0
0.1,4,-5.62,50.0,0.125,4.93,0.31,0.41,0.34,0.0,0,12,0,0,0
0.04,4,4.4,47.6,99.0,14.02,-0.43,-0.67,-0.47,0.0,0,14,1,0,0
0.87,4,3.7,31.5,0.0,12.88,0.59,0.78,0.54,0.0,0,14,0,0,0
-0.1,4,-7.0,99.67,0.5,10.92,0.15,-0.16,-0.78,0.0,8,14,0,0,1
-0.74,3,1.75,40.91,0.25,8.42,-0.36,-0.35,-0.28,0.0,0,13,0,0,1
-0.14,4,6.59,127.92,99.0,7.17,0.22,0.25,0.52,0.0,3,14,12,2,0
-0.67,3,3.07,55.81,0.461538462,3.58,-0.06,-0.04,-0.07,5.5,2,9,12,1,1
0.54,1,-7.0,147.5,0.0,7.37,0.0,-0.27,-0.7,0.0,9,9,2,1,0
0.4,4,-7.0,81.63,99.0,21.32,0.59,0.85,0.69,0.0,2,14,0,1,0
-0.32,4,6.59,122.57,1.0,10.51,-0.26,0.0,-0.34,2.0,3,13,0,1,1
-0.61,1,-0.59,46.83,0.444444444,10.08,0.08,-0.06,-0.11,4.5,0,9,0,0,1
-0.25,4,-0.68,89.88,99.0,15.53,-0.15,-1.06,-0.11,0.0,9,14,0,3,0
-0.02,2,-4.82,77.5,0.125,5.55,0.05,-0.19,-0.16,0.0,0,11,12,0,0
-0.95,1,0.0,22.95,0.291666667,4.38,-0.72,-0.17,-0.01,5.5,1,9,0,1,1
-0.02,2,0.33,35.38,0.0,5.74,-0.12,-0.41,-1.02,0.0,0,14,1,0,0
0.48,4,1.11,71.88,0.0,21.32,0.2,0.85,0.76,0.0,9,14,0,6,0
-0.18,4,-0.8,32.6,99.0,4.79,0.03,0.08,-0.53,0.0,0,14,0,0,1
-0.69,4,0.0,54.0,0.0,12.2,-0.46,-0.51,0.1,2.0,0,14,0,0,1
-0.02,4,-7.0,104.73,99.0,7.17,-0.17,0.21,0.65,0.0,3,14,0,2,0
0.87,4,0.15,95.53,99.0,21.32,0.59,0.85,-1.07,0.0,2,14,0,0,0
0.5,3,-2.61,24.29,0.125,4.85,-0.08,-0.19,-0.12,3.0,1,14,0,1,0
-0.59,4,-3.34,59.43,99.0,3.51,0.59,-0.29,-0.48,0.0,1,14,0,1,0
0.64,4,-1.68,26.8,0.0,8.42,0.24,0.23,0.35,2.0,7,11,0,2,1
0.26,1,-0.87,22.298999999999996,1.0,4.89,-0.06,0.05,-1.07,0.0,3,13,0,0,1
-0.37,3,-0.82,36.2,99.0,18.24,-0.24,-0.16,0.11,0.0,2,14,0,0,1
-0.24,4,6.59,112.0,99.0,3.86,0.11,-0.08,-0.24,0.0,0,14,0,0,0
-0.52,4,0.0,62.38,99.0,2.2289999999999965,-0.72,0.08,0.31,0.0,1,14,0,0,0
-0.29,3,-3.84,52.5,0.294117647,7.97,-0.04,0.14,0.11,2.5,0,12,0,0,0
0.87,2,6.59,126.8,1.0,20.6,-0.37,0.56,-0.48,3.0,0,12,0,0,0
-0.95,1,0.0,128.0,0.233333333,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,4,0,1
0.16,4,-1.91,33.91,99.0,7.4,-0.05,0.66,0.39,0.0,1,14,0,1,1
0.18,4,-6.18,36.0,99.0,17.26,0.0,0.17,0.15,0.0,0,14,0,0,0
0.87,4,-1.03,30.5,0.0,7.95,-0.72,0.84,-0.45,0.0,0,14,0,0,0
0.52,4,-0.05,37.6,0.333333333,6.23,-0.03,-0.3,0.11,0.0,3,14,1,1,0
0.66,4,-7.0,97.0,99.0,21.32,0.59,0.85,0.76,0.0,1,14,1,1,0
-0.91,4,0.46,56.0,0.428571429,7.19,-0.72,-0.83,-1.07,5.5,2,13,0,2,1
0.07,4,-0.07,45.26,99.0,9.91,0.59,0.03,0.03,0.0,9,14,0,6,0
-0.18,4,-0.8,22.298999999999996,99.0,6.46,0.43,0.19,0.1,0.0,4,14,0,4,0
-0.42,3,-1.91,34.62,0.0,4.73,0.19,-0.42,-0.22,0.0,1,14,0,1,0
-0.39,4,-2.02,33.31,0.0,7.8,0.39,0.39,0.13,4.0,0,13,8,0,0
-0.39,3,-1.66,51.25,0.2,3.1,-0.02,-0.17,-0.15,2.0,0,13,0,0,0
-0.14,3,6.59,65.14,0.0,5.83,-0.21,0.05,0.04,0.0,1,14,0,0,0
-0.67,4,-1.64,66.14,0.333333333,11.75,-0.72,-0.3,0.31,0.0,1,14,8,1,1
-0.16,3,-0.03,39.11,1.0,16.32,0.59,-0.23,-1.07,0.0,0,13,11,0,1
0.53,4,6.59,49.89,0.0,7.48,-0.34,0.47,0.57,0.0,0,14,0,0,0
0.24,1,0.58,28.33,0.210526316,7.64,0.15,0.0,0.04,3.0,2,9,1,1,0
-0.23,4,6.59,115.5,99.0,21.32,-0.2,-1.06,0.76,0.0,1,14,0,0,0
0.87,4,0.0,147.5,99.0,21.32,0.59,0.85,-0.46,0.0,0,14,0,0,0
-0.24,4,0.0,54.0,99.0,18.17,0.35,0.47,0.19,0.0,5,14,0,2,1
-0.43,4,6.59,147.5,99.0,8.99,-0.34,-1.01,-0.8,0.0,2,14,12,1,0
0.05,4,4.53,147.5,99.0,9.51,-0.52,0.06,0.06,0.0,0,14,0,0,0
-0.95,3,0.0,58.33,0.5,2.2289999999999965,-0.08,0.0,-0.08,0.0,0,13,0,0,1
-0.04,4,-3.16,99.33,99.0,13.25,0.07,0.82,-0.28,0.0,9,14,12,6,0
-0.32,4,-7.0,73.78,0.263157895,9.05,-0.02,-0.23,-0.13,3.5,0,13,7,0,0
-0.95,4,-0.01,29.5,0.35,2.2289999999999965,0.14,0.0,0.0,5.5,2,14,4,2,1
-0.82,2,-0.03,22.298999999999996,0.0,2.23,-0.02,-0.16,-1.07,0.0,1,14,12,1,1
0.01,4,2.21,22.298999999999996,99.0,14.54,0.11,0.53,-0.79,0.0,6,14,0,1,1
-0.81,3,-0.57,46.2,0.555555556,8.87,-0.13,-0.52,-0.34,5.0,2,13,1,1,1
-0.02,1,-2.1,27.73,0.0,7.58,-0.72,0.37,0.07,0.0,0,11,11,0,1
-0.25,3,-1.5,22.298999999999996,0.25,2.2289999999999965,0.27,-0.06,-0.06,2.0,2,11,0,1,0
-0.18,4,3.0,58.9,99.0,8.44,0.27,0.45,-0.04,0.0,0,14,1,0,0
-0.52,3,-2.35,62.4,0.0,5.99,-0.09,0.17,0.27,0.0,0,13,2,0,1
0.03,4,0.45,56.0,99.0,14.65,0.59,0.17,0.24,0.0,3,14,11,2,0
-0.95,1,0.0,22.298999999999996,0.333333333,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,1
0.19,2,0.26,50.0,0.25,10.7,-0.14,-0.09,-0.07,0.0,1,12,0,1,0
-0.13,4,-1.35,60.8,0.333333333,3.26,0.17,0.1,0.07,2.0,0,13,0,0,0
-0.15,4,2.74,50.0,0.285714286,3.0,0.2,0.03,0.01,2.0,0,14,0,0,0
-0.3,4,-3.38,102.5,0.083333333,3.97,0.35,-0.1,-0.08,0.0,1,14,0,1,0
0.87,3,1.27,22.5,0.090909091,9.88,-0.17,0.69,0.55,2.0,0,14,1,0,0
-0.44,4,-1.13,31.8,0.181818182,5.97,0.59,-0.16,-0.04,2.0,0,13,0,0,1
-0.95,3,0.0,147.5,0.35,2.58,-0.3,-0.24,-0.16,5.5,3,12,12,3,1
-0.54,4,-1.2,115.0,0.25,8.63,0.16,-0.26,-0.19,3.0,1,14,0,0,1
0.36,1,-5.5,35.56,0.142857143,13.5,0.0,0.85,0.76,2.0,9,9,7,0,0
0.87,4,-0.25,24.64,0.0,5.01,0.59,0.52,0.35,0.0,1,14,0,1,0
0.2,4,0.63,30.52,0.266666667,13.27,0.21,0.85,0.64,5.5,0,13,3,0,0
-0.14,1,-0.37,25.81,0.454545455,7.99,-0.04,0.12,-0.68,5.0,6,9,2,1,1
-0.93,4,-0.15,71.3,0.444444444,21.32,-0.17,-1.06,0.04,3.0,4,14,10,4,1
0.34,4,-1.05,30.32,0.25,16.28,-0.66,0.76,0.76,3.0,1,14,11,1,0
0.41,4,-0.33,56.56,0.0,12.95,0.59,-0.07,0.37,0.0,4,14,11,4,0
-0.57,4,-7.0,144.3,0.0,21.32,-0.72,-1.06,-1.07,0.0,9,14,12,6,0
0.15,4,0.0,54.29,0.0,18.17,-0.53,-0.23,-1.07,0.0,0,14,6,0,0
-0.95,4,0.0,32.68,99.0,9.38,-0.11,-1.0,-1.07,0.0,2,14,9,1,1
-0.76,4,-0.74,98.33,0.277777778,6.27,0.08,-0.06,-0.08,4.5,0,10,0,0,1
-0.64,2,0.29,46.36,0.461538462,4.56,0.12,0.44,0.05,5.5,0,9,1,0,0
-0.95,4,-0.07,45.17,0.0,4.04,-0.13,-0.41,-0.07,0.0,2,14,0,2,1
-0.51,1,-0.33,36.27,0.571428571,2.95,-0.39,0.02,0.02,4.0,0,9,0,0,1
-0.67,4,-0.91,24.22,0.5,2.2289999999999965,-0.13,-0.13,-0.11,2.0,0,14,0,0,0
-0.73,1,5.42,64.46,99.0,2.2289999999999965,0.17,0.12,0.23,0.0,0,9,0,0,0
-0.93,4,0.0,123.23,1.0,21.32,0.59,-1.06,-1.07,5.5,0,14,1,0,0
-0.95,4,-0.34,90.1,0.454545455,21.32,-0.46,-1.06,-1.07,3.0,6,14,0,5,1
0.19,4,-0.23,87.14,0.0,13.9,0.14,0.7,0.32,0.0,2,14,0,1,0
-0.22,4,-0.9,47.81,99.0,15.0,0.13,-1.06,-1.07,0.0,9,14,1,6,0
0.52,2,0.09,22.298999999999996,0.272727273,8.59,-0.4,-0.27,-0.16,2.0,3,13,0,1,0
0.42,4,-1.42,147.5,99.0,21.32,0.59,0.85,0.76,0.0,6,14,1,2,0
-0.95,1,0.0,51.13,0.411764706,2.2289999999999965,0.04,0.0,0.0,5.5,7,9,0,6,1
-0.24,4,0.45,22.298999999999996,0.277777778,3.79,0.59,0.27,0.01,5.5,0,9,0,0,1
-0.9,2,-1.49,73.18,1.0,2.2289999999999965,0.12,0.1,-1.07,2.0,0,12,0,0,1
0.27,4,-0.14,39.31,0.2,9.59,0.21,0.03,0.0,3.0,1,14,1,1,0
0.14,4,-7.0,105.22,99.0,19.34,0.33,-0.46,-0.5,0.0,7,14,0,6,0
0.87,4,6.59,88.07,99.0,12.48,0.2,0.3,0.21,0.0,2,14,12,2,0
0.87,3,-7.0,60.44,99.0,12.4,0.59,0.85,0.76,0.0,9,12,11,6,0
-0.44,3,-1.68,46.78,0.0,3.83,-0.48,-0.22,-0.22,0.0,1,14,8,1,0
0.87,4,0.0,50.4,0.166666667,12.27,0.04,0.56,0.21,5.5,0,14,8,0,0
0.14,4,0.4,29.23,1.0,4.76,0.22,0.26,-0.06,0.0,0,14,0,0,0
-0.95,1,-0.24,27.69,0.75,2.2289999999999965,-0.06,-0.1,-0.03,3.0,0,9,12,0,1
-0.95,2,0.0,58.33,0.333333333,4.75,-0.3,-0.51,-1.07,4.5,0,11,0,0,1
0.26,4,-7.0,108.33,0.0,12.7,-0.3,-0.7,-0.25,0.0,1,14,0,0,0
0.19,4,6.59,130.83,99.0,12.2,0.02,0.05,0.08,0.0,3,14,0,3,0
-0.45,4,-7.0,89.5,99.0,13.96,-0.31,-0.75,-0.67,0.0,1,14,0,1,0
0.04,4,6.54,46.62,0.0,6.62,0.53,0.1,0.56,0.0,9,9,0,6,0
-0.84,1,0.0,35.0,0.461538462,5.39,-0.01,-0.68,-0.57,5.5,0,10,0,0,0
0.87,4,-7.0,36.67,0.0,6.66,-0.16,0.21,0.23,2.5,0,14,0,0,0
-0.95,3,0.0,65.0,0.583333333,3.55,0.04,-0.24,-0.2,5.0,0,13,0,0,1
-0.5,4,-0.81,26.43,99.0,8.38,0.04,-0.06,-0.13,0.0,2,14,0,2,0
-0.82,2,-0.37,22.298999999999996,0.333333333,12.27,-0.18,-1.06,-0.34,3.0,4,11,0,1,1
-0.64,2,2.95,28.57,0.235294118,6.44,-0.14,-0.21,-0.21,3.0,0,9,1,0,1
-0.21,4,6.59,147.5,0.0,8.18,0.03,0.32,0.76,0.0,0,14,12,0,1
-0.16,4,3.78,53.53,0.5,9.96,-0.25,0.64,0.43,0.0,9,14,0,6,0
0.03,3,-4.31,147.5,1.0,5.19,0.59,0.25,0.6,2.0,9,13,12,6,1
-0.36,4,0.0,28.76,0.5,14.02,0.14,-0.61,-0.76,0.0,3,14,0,2,0
0.47,4,-7.0,109.64,99.0,4.35,-0.52,0.79,0.62,0.0,0,14,2,0,0
-0.3,4,-3.14,37.06,0.5,8.38,-0.01,0.33,-0.78,0.0,3,13,0,0,0
0.6,4,2.32,42.0,99.0,4.58,0.17,0.42,0.66,0.0,0,14,0,0,0
-0.4,4,-0.41,45.67,0.166666667,5.86,0.59,0.69,0.35,5.0,1,11,1,1,0
0.79,2,0.14,22.298999999999996,0.25,6.72,0.01,0.2,0.0,0.0,0,13,0,0,0
-0.54,4,-3.9,57.41,0.5,13.91,-0.72,-1.06,-1.07,0.0,2,14,1,0,0
0.87,3,-7.0,147.5,99.0,11.38,-0.43,0.85,0.76,0.0,9,13,10,2,0
-0.83,4,0.0,147.5,99.0,2.62,-0.45,-0.46,-1.07,0.0,0,14,0,0,0
-0.55,3,-0.79,36.67,0.333333333,4.68,-0.15,0.08,0.06,0.0,0,13,1,0,1
-0.91,4,-1.15,31.45,0.625,2.2289999999999965,-0.28,-0.06,-0.12,3.0,0,10,0,0,1
0.7,3,-7.0,63.64,0.0,15.95,-0.2,-0.54,-0.48,0.0,0,14,0,0,0
0.67,4,5.21,61.09,99.0,21.32,0.09,0.85,0.76,0.0,9,14,0,6,0
0.45,2,1.34,22.298999999999996,0.133333333,6.45,-0.16,0.51,0.31,5.5,0,11,0,0,0
-0.27,4,0.4,29.09,0.0,3.77,0.1,-0.1,-0.07,0.0,0,14,0,0,0
-0.53,3,-4.03,40.0,0.214285714,11.7,0.59,-1.06,-1.07,2.0,9,11,0,6,1
-0.48,3,-4.87,44.45,0.307692308,2.43,-0.03,-0.19,-0.26,4.0,0,13,10,0,0
-0.95,4,-0.21,37.5,0.5,2.2289999999999965,0.19,-0.08,-0.07,2.0,0,14,1,0,1
0.09,4,2.9,33.94,0.0,11.53,-0.42,0.85,0.62,0.0,9,14,0,6,0
0.87,1,-1.48,29.92,0.071428571,21.32,0.02,0.38,0.48,3.0,2,10,1,1,0
0.87,3,-0.36,32.0,0.272727273,3.74,-0.07,0.43,0.28,4.0,0,13,0,0,1
0.23,4,-0.9,22.298999999999996,0.5,4.23,0.17,0.02,0.02,0.0,0,14,0,0,0
0.29,2,-1.81,50.0,0.222222222,3.82,0.17,0.02,0.05,0.0,2,11,4,0,0
-0.54,4,1.27,63.88,99.0,4.02,-0.37,-0.29,-0.33,0.0,1,14,12,0,0
-0.42,1,-1.19,44.0,0.25,3.48,0.35,-0.26,-0.36,3.0,6,9,0,5,0
-0.37,4,-0.4,36.75,99.0,5.8,0.59,-0.68,-0.29,0.0,5,14,0,4,1
-0.66,4,-7.0,147.5,0.0,18.31,-0.72,-1.06,-1.07,0.0,9,11,12,6,1
-0.78,4,-1.32,47.2,1.0,8.72,0.27,-1.06,-1.07,3.0,0,14,12,0,1
-0.44,3,-3.29,32.15,0.0,3.2,-0.44,0.04,0.09,0.0,7,14,0,2,0
-0.84,1,-7.0,82.22,0.666666667,20.96,-0.72,-1.06,-1.07,2.0,9,9,0,6,1
-0.16,3,-0.3,22.298999999999996,0.2,7.16,-0.59,0.07,0.06,2.5,9,13,0,6,0
-0.2,3,-7.0,57.13,1.0,21.32,-0.28,-1.06,-1.07,0.0,0,13,2,0,1
-0.53,4,-0.78,42.67,0.214285714,2.2289999999999965,-0.72,-0.25,-0.95,0.0,1,14,3,1,1
-0.42,4,0.45,33.24,99.0,6.62,-0.24,-0.49,-0.24,0.0,2,14,0,2,0
0.34,4,-1.1,48.95,0.0,8.76,0.59,0.85,0.76,5.0,4,14,1,3,0
-0.03,4,-7.0,34.0,0.0,11.42,-0.35,-0.58,-0.41,0.0,1,14,0,1,1
-0.49,3,-3.74,125.2,99.0,2.2289999999999965,-0.04,0.04,0.02,0.0,1,14,0,0,0
0.02,4,-2.37,53.97,99.0,6.48,0.06,-0.1,-0.27,0.0,7,14,12,3,0
-0.52,4,-2.4,30.0,0.0,3.57,-0.2,-0.1,-0.03,0.0,0,14,0,0,0
-0.28,4,-7.0,147.5,99.0,9.0,-0.69,-0.25,-0.2,0.0,9,14,1,6,1
-0.08,3,0.24,22.298999999999996,0.4,9.91,0.01,0.01,0.1,2.0,3,14,0,1,0
-0.48,2,-0.24,22.298999999999996,0.230769231,5.38,-0.01,-0.59,-0.44,2.0,0,10,0,0,1
0.4,4,1.07,64.75,99.0,9.25,0.56,0.42,0.74,0.0,2,14,3,1,0
-0.23,4,-2.89,50.0,0.2,4.07,-0.09,-0.06,-0.05,0.0,0,13,0,0,0
-0.77,3,-1.15,22.298999999999996,0.2,4.25,0.16,-0.42,-0.3,2.0,1,12,0,0,1
-0.64,3,-6.69,147.5,99.0,5.5,0.03,-0.47,-1.07,0.0,9,14,12,6,0
0.87,1,-0.38,25.38,0.0,16.4,-0.72,-0.39,-0.33,2.0,1,12,0,1,0
-0.72,4,-1.33,40.0,0.333333333,3.74,-0.4,-0.05,-0.06,2.0,5,14,0,5,0
-0.55,4,-6.87,40.0,0.222222222,9.07,0.31,-0.03,0.22,2.5,0,14,0,0,0
-0.13,4,3.66,62.5,0.0,7.75,0.32,0.0,-0.02,0.0,1,13,1,1,0
0.02,4,6.59,147.5,0.0,13.85,0.59,0.85,0.76,2.0,9,11,0,6,0
0.57,3,5.47,47.5,0.0,5.69,0.05,0.58,0.54,2.0,0,10,0,0,0
0.87,2,2.16,24.75,0.230769231,4.98,0.0,0.39,0.31,3.0,1,12,7,1,0
-0.71,3,2.7,55.36,0.444444444,3.27,0.17,-0.05,-0.21,3.5,1,14,12,0,1
-0.72,4,-3.19,57.29,0.5,4.65,-0.72,-0.52,-0.21,2.0,2,14,0,2,1
-0.22,4,6.24,78.86,99.0,21.32,-0.03,0.85,0.76,0.0,9,14,0,6,0
0.87,4,6.29,43.6,0.0,3.09,0.24,0.28,0.58,0.0,1,14,0,1,0
-0.95,1,0.0,29.58,0.388888889,2.2289999999999965,-0.46,0.0,0.0,5.5,1,9,0,0,1
-0.3,4,-7.0,60.18,99.0,10.16,-0.72,-0.7,-0.04,0.0,0,14,3,0,1
0.21,4,-7.0,110.0,0.0,12.76,-0.01,-0.07,0.27,0.0,8,14,3,6,1
-0.27,4,-7.0,147.5,99.0,20.4,0.2,-1.06,-1.07,0.0,2,14,12,2,1
-0.43,4,-0.36,60.0,99.0,15.69,-0.72,-1.06,-1.07,0.0,9,14,0,6,1
-0.5,4,1.32,22.298999999999996,0.75,2.82,-0.5,-0.24,-0.14,3.0,0,14,0,0,1
-0.37,4,2.78,95.37,99.0,11.36,-0.72,0.53,0.76,0.0,9,14,11,4,0
-0.17,2,-7.0,48.56,0.2,21.32,-0.03,0.03,0.76,3.5,7,9,0,2,0
0.3,4,-0.62,106.28,99.0,21.32,0.59,0.85,-0.84,0.0,0,14,0,0,0
0.44,2,0.45,25.36,0.25,12.34,-0.37,-0.3,0.04,0.0,0,14,1,0,0
0.87,4,0.37,51.56,0.0,21.32,0.02,0.85,0.73,2.0,0,13,6,0,0
-0.37,2,0.52,28.84,0.0,15.24,-0.26,-0.82,-0.13,0.0,8,14,0,3,1
-0.59,3,-0.06,39.21,0.1,7.25,-0.34,-0.75,-0.57,0.0,0,13,12,0,0
0.27,2,4.16,96.0,0.6,4.28,0.01,0.29,0.19,2.0,0,12,0,0,0
0.18,4,-7.0,147.5,0.0,7.55,-0.72,-0.37,-0.31,0.0,3,14,1,2,0
-0.62,2,-0.14,22.298999999999996,0.333333333,4.33,-0.06,-0.34,-0.22,0.0,9,13,0,6,0
0.13,4,-6.2,60.55,0.0,5.48,0.09,0.24,0.22,0.0,0,14,2,0,0
-0.38,4,-2.71,38.0,0.5,5.68,0.46,-0.2,-0.34,2.0,0,14,2,0,0
-0.06,4,-7.0,101.86,99.0,4.64,0.59,-0.59,-1.07,0.0,9,14,0,6,0
-0.33,4,-7.0,134.5,99.0,3.27,0.17,-0.05,0.02,0.0,1,14,12,1,0
0.65,2,-4.18,55.0,0.0,3.65,-0.12,-0.17,-0.22,0.0,9,10,0,6,0
0.22,4,0.89,41.67,0.0,9.09,-0.4,0.35,0.04,0.0,9,13,0,6,0
0.87,4,2.67,33.08,0.0,8.57,0.15,0.85,0.76,0.0,0,14,0,0,0
-0.2,4,6.59,147.5,99.0,8.4,0.59,0.41,0.35,0.0,1,14,12,1,0
-0.79,4,-0.7,53.57,0.5,2.88,-0.27,-0.35,-0.31,0.0,0,14,0,0,1
