s8.mbl.p2,s7.s4.day.no.mou.p2.p4,s3.new.rev.p3,s7.s5.s4.day.nomou.p4,s8.og.rev.p3,s8.ic.mou.all.p3,target,s7.rev.p2.p6,s7.new.rev.p3.p6,ds.usg.p6,ds.og.usg.p4,s4.day.no.mou.p2,s7.rtd.mou.p3.p6,s7.new.rev.l21.p6,s8.new.rev.p3,s1.loc.og.mou.p1,s7.rtd.mou.l21.p6,s8.rtd.mou.p3,s8.rev.p6,s5.rev.p2,s4.rch.val.gt.30.p2,s4.loc.ins.l14,s4.data.ins.l14,s3.og.rev.all.m2,s3.new.rev.m2
-2.63,0.5,11.39,0.333333333,-0.7,-0.5,1,0.18,0.34,0,0,1,0.35,0.53,-0.91,14.4165,0.54,-0.58,-0.07,37.38,1.0,11.5,0,10.37,11.5
0.42,0.333333333,6.95,0.0,-0.38,-0.05,1,0.12,0.29,0,0,0,0.29,0.35,-0.17,17.7162,0.35,-0.32,-0.29,22.5,0.0,14.0,2,6.46,8.96
-6.31,0.5,10.46,0.0,-0.75,-0.02,0,0.1,0.28,0,0,0,0.33,0.45,-0.81,19.6165,0.5,-1.3450000000000002,-0.34,17.9,0.0,14.0,0,10.19,15.91
-1.96,0.2,4.87,0.4,-0.29,0.06,1,0.15,0.48,0,0,1,0.49,0.76,-0.29,9.3499,0.78,-0.24,0.04,10.31,0.0,12.0,0,4.47,4.45
0.0,0.318181818,0.0,1.0,0.0,-0.1,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,10.6165,0.175,0.0,-0.555,0.0,0.0,11.5,0,10.96,21.37
-0.47,0.416666667,16.16,0.333333333,-1.1,-1.04,1,0.26,0.62,0,0,1,0.765,0.78,-1.52,0.7999,0.85,-1.3450000000000002,0.525,75.53125,2.0,12.0,5,10.25,13.13
0.43,0.0,8.68,0.333333333,0.995,-0.04,0,0.1,0.21,0,0,0,0.53,0.32,1.1,107.0235125,0.69,1.175,-0.555,29.4,1.0,11.5,0,13.97,26.23
-2.72,0.181818182,7.42,0.318181818,-0.09,0.96,0,0.2,0.52,0,0,1,0.56,0.77,-0.12,10.45,0.82,-0.08,0.07,12.48,0.0,13.0,0,5.42,5.85
0.0,1.0,3.53,0.0,-0.1,0.11,1,0.05,0.16,0,0,0,0.46,0.79,-0.1,41.8995,0.57,-0.35,-0.08,3.79,0.0,14.0,5,4.66,27.29875
-7.960000000000001,0.0,16.42,0.0,0.52,-1.04,0,0.32,0.7,0,0,0,0.67,0.77,0.52,69.7499,0.74,0.43,0.18,38.98,0.0,14.0,5,14.76,14.76
0.0,0.636363636,1.98,0.727272727,-0.15,-0.36,0,0.0,0.17,0,0,1,0.25,0.57,-0.15,0.0,0.61,-0.14,-0.05,0.0,0.0,11.5,0,3.03,6.33
6.44,0.142857143,7.7,0.285714286,-0.1,-0.08,0,0.23,0.35,0,0,0,0.23,0.59,0.24,10.7997,0.49,-0.07,-0.01,19.14,1.0,14.0,0,5.88,6.84
1.46,0.0,8.17,0.5,-0.71,0.3,0,0.29,0.76,0,0,0,0.765,0.87,-0.71,19.0997,0.89,-0.59,0.34,25.11,0.0,14.0,0,6.41,7.99
-7.960000000000001,99.0,13.9,0.0,-0.21,-0.98,1,0.25,0.42,0,0,0,0.43,0.61,0.59,0.0,0.65,-0.39,0.16,55.31,1.0,13.0,1,7.64,10.95
2.34,0.0,9.2,0.714285714,0.51,0.44,0,0.29,0.65,0,0,0,0.51,0.65,0.55,0.0,0.55,1.11,0.07,12.8,1.0,12.0,0,6.65,6.94
-7.7,99.0,6.82,0.0,0.01,0.78,0,0.21,0.43,0,0,0,0.43,0.57,0.01,29.6164,0.57,0.0,0.14,13.35,0.0,14.0,1,6.71,6.71
-1.89,99.0,5.28,0.0,-0.03,0.09,0,0.27,0.35,0,0,0,0.35,0.53,-0.03,28.3328,0.54,0.0,0.11,62.99,1.0,14.0,0,7.04,6.96
6.44,0.0,9.52,1.0,0.02,0.72,0,0.45,0.6,0,0,0,0.64,0.69,0.12,92.633,0.76,1.07,0.41,35.44,2.0,13.0,0,6.75,10.1
-0.71,0.315789474,1.02,0.421052632,-0.13,0.71,1,0.01,0.07,0,0,2,0.02,0.22,-0.13,0.0,0.175,-0.12,-0.41,4.0,0.0,11.5,5,3.71,3.69
-0.48,99.0,15.77,0.0,0.37,0.96,0,0.24,0.43,0,0,0,0.43,0.56,0.61,107.0235125,0.61,1.175,0.0,75.53125,2.5,14.0,4,18.26375,21.91
5.03,99.0,17.21,0.0,-0.62,0.34,0,0.18,0.46,0,0,0,0.4,0.59,-0.7,107.0235125,0.55,0.47,0.1,50.21,2.5,14.0,0,14.91,16.11
6.02,0.333333333,4.84,0.0,0.29,-0.12,0,0.2,0.42,0,0,0,0.42,0.66,0.34,20.7999,0.69,0.25,0.04,6.49,1.0,14.0,0,3.41,3.25
0.0,99.0,26.005000000000003,0.0,0.04,0.51,1,0.31,0.48,0,0,0,0.41,0.54,-1.52,64.2826,0.58,-0.01,0.45,75.53125,1.0,14.0,5,3.09,27.29875
-0.04,0.4,8.05,0.333333333,-1.03,0.15,1,0.0,0.765,0,0,1,0.765,0.81,-1.16,9.8832,0.81,-0.86,0.03,0.36,0.0,12.0,4,5.47,6.17
0.0,0.0,18.39,0.0,-0.03,0.06,0,0.18,0.36,0,0,0,0.36,0.42,0.31,62.5164,0.49,0.49,-0.08,22.44,1.0,14.0,0,5.03,19.19
1.39,1.0,11.91,0.0,-0.8,-0.23,1,0.13,0.3,0,0,0,0.31,0.42,-0.68,11.1664,0.48,-1.3450000000000002,-0.41,33.12,2.0,13.0,0,13.3,16.53
-0.4,0.444444444,4.21,0.444444444,-0.1,0.02,0,0.04,0.25,0,0,1,0.29,0.52,-0.13,0.0,0.53,-0.05,-0.07,3.93,0.0,11.5,0,6.52,6.56
-1.19,99.0,14.91,0.0,-1.125,-0.18,1,0.1,0.37,0,0,0,0.37,0.55,-1.52,42.8497,0.56,-1.3450000000000002,-0.45,27.32,1.0,14.0,0,12.34,12.9
-3.5,0.0,5.89,0.0,-0.72,-0.68,0,0.14,0.45,0,0,0,0.5,0.68,-0.77,25.8996,0.65,-1.21,0.07,9.12,0.0,14.0,0,4.86,7.45
5.06,0.5,18.05,0.5,-0.57,0.01,1,0.17,0.44,0,0,1,0.42,0.67,-0.42,6.7498,0.65,-0.48,0.13,35.78,1.0,11.5,3,13.24,14.23
-7.960000000000001,99.0,15.54,0.0,0.995,0.35,0,0.3,0.53,0,0,0,0.54,0.65,1.36,58.4328,0.67,1.175,0.42,49.01,2.0,14.0,0,13.04,12.73
3.74,0.0,13.98,0.5,-0.47,0.96,0,0.28,0.57,0,0,0,0.68,0.69,-0.87,100.416,0.75,0.44,0.49,50.84,2.0,14.0,0,11.59,13.14
-1.5,0.6,14.41,0.4,-1.125,-0.45,1,0.01,0.25,0,0,1,0.27,0.38,-1.39,4.1499,0.4,-1.31,-0.555,3.56,0.0,13.0,4,16.34,16.34
6.44,99.0,20.23,0.0,-0.4,-0.26,0,0.21,0.43,0,0,0,0.44,0.6,-0.4,66.2993,0.6,-0.37,0.525,75.53125,1.0,14.0,5,18.26,18.26
0.0,0.24137931,0.0,1.0,0.0,0.25,0,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.0,0.175,0.0,-0.25,0.0,0.0,13.0,5,3.35,4.41
6.44,99.0,7.05,0.0,0.24,0.03,0,0.26,0.45,0,0,0,0.46,0.66,0.31,52.0494,0.66,0.14,0.24,23.84,2.5,14.0,0,9.09,9.02
0.12,0.0,7.05,0.8,-0.22,0.49,0,0.05,0.43,0,0,0,0.34,0.6,-0.21,4.1999,0.46,-0.18,-0.04,8.34,0.0,14.0,5,2.95,7.0
-0.99,99.0,26.005000000000003,0.0,-0.31,0.32,0,0.23,0.7,0,0,0,0.59,0.76,-1.38,77.7663,0.77,-0.69,0.42,62.12,1.0,14.0,0,4.92,27.29875
-4.83,99.0,7.16,0.0,-0.49,-0.02,0,0.16,0.38,0,0,0,0.41,0.46,-0.53,15.7829,0.48,-0.41,-0.15,17.53,0.0,14.0,1,7.66,8.11
0.0,0.388888889,0.0,0.944444444,0.0,-0.04,0,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.1333,0.175,0.0,-0.555,0.0,0.0,13.0,3,7.0,12.01
1.3,0.272727273,25.52,0.454545455,0.995,-0.74,0,0.31,0.6,0,0,0,0.49,0.7,1.36,41.7832,0.57,1.175,0.35,75.53125,2.0,11.5,5,5.31,11.31
-5.85,0.333333333,5.85,0.0,0.34,0.13,0,0.45,0.41,0,0,0,0.63,0.51,0.39,18.533,0.69,-1.16,0.21,75.53125,1.0,11.5,5,3.4,5.16
6.44,0.0,4.28,0.5,0.0,-0.42,1,0.12,0.37,0,0,0,0.38,0.68,0.05,17.3828,0.7,-0.01,-0.06,10.89,1.0,14.0,0,8.34,8.75
1.17,99.0,26.005000000000003,0.0,-0.79,-0.09,1,0.06,0.4,0,0,0,0.31,0.59,-0.77,30.0662,0.61,-0.22,0.09,12.22,0.0,14.0,0,8.82,21.97
-7.960000000000001,0.5,6.72,0.0,-0.09,0.28,0,0.31,0.54,0,0,0,0.52,0.69,-0.16,9.2331,0.68,-0.08,0.0,53.16,0.0,14.0,5,5.8,5.87
-4.33,99.0,3.05,0.0,-0.2,-0.09,0,0.12,0.33,0,0,0,0.34,0.5,-0.2,12.2163,0.5,-0.17,0.01,11.27,0.0,14.0,5,5.64,5.7
0.27,99.0,7.94,0.0,0.26,0.96,0,0.24,0.46,0,0,0,0.3,0.72,0.34,23.9661,0.67,0.17,0.17,38.43,2.0,14.0,5,5.33,8.02
1.0,0.333333333,9.11,0.0,-0.3,-0.09,0,0.13,0.26,0,0,0,0.26,0.5,-0.12,11.4831,0.52,-0.21,-0.33,34.25,1.0,13.0,0,6.29,9.87
-0.19,0.111111111,12.13,0.555555556,0.17,0.04,0,0.4649999999999999,0.765,0,0,1,0.765,0.92,0.42,53.8328,0.92,-0.4,0.37,30.22,1.0,14.0,2,6.15,8.37
2.5,99.0,16.17,0.0,0.85,0.53,0,0.22,0.39,0,0,0,0.38,0.54,1.26,21.6165,0.55,-1.3450000000000002,0.12,49.09,2.5,14.0,0,14.75,19.88
1.51,0.5,5.64,0.5,-0.75,-0.18,1,-0.05,0.38,0,0,1,0.42,0.59,-0.82,2.1332,0.67,-0.63,-0.05,2.55,0.0,11.5,0,5.1,5.89
0.41,0.0,18.44,0.0,0.995,0.71,0,0.2,0.33,0,0,0,0.32,0.44,1.36,59.6494,0.43,1.175,-0.5,41.54,2.5,14.0,0,16.06,21.82
0.0,0.291666667,26.005000000000003,0.541666667,-1.125,-1.04,0,0.0,0.76,0,0,1,0.765,0.935,-1.52,0.0,0.935,-1.3450000000000002,0.525,0.0,0.0,11.5,3,18.26375,27.29875
-7.960000000000001,0.0,12.51,0.0,0.94,0.96,0,0.28,0.5,0,0,0,0.5,0.67,1.0,82.6331,0.68,0.79,0.46,39.88,1.0,14.0,0,13.93,13.73
0.06,0.105263158,2.63,0.368421053,0.13,0.12,1,0.09,0.19,0,0,1,0.14,0.21,0.01,9.883,0.19,0.17,-0.08,7.12,0.0,11.5,0,3.73,7.0
5.18,99.0,15.71,0.0,-1.125,0.14,1,0.07,0.34,0,0,0,0.31,0.57,-1.52,30.766,0.57,-1.3450000000000002,-0.17,17.74,1.0,14.0,0,11.08,13.33
0.0,99.0,26.005000000000003,0.0,0.18,0.29,0,0.12,0.5,0,0,0,0.49,0.54,-1.09,88.5662,0.62,0.64,-0.13,11.08,0.0,14.0,4,2.0,27.29875
-7.960000000000001,1.0,5.55,0.0,0.55,0.21,0,0.3,0.34,0,0,0,0.43,0.5,0.55,38.1664,0.53,0.16,0.04,21.21,0.0,14.0,0,3.38,9.49
-2.23,0.25,5.19,0.3125,-0.43,0.32,0,0.27,0.52,0,0,1,0.57,0.57,-0.43,3.5333,0.59,-0.36,0.03,12.41,0.0,11.5,0,4.91,5.2
-6.84,0.315789474,9.13,0.315789474,0.2,0.96,0,0.33,0.45,0,0,1,0.51,0.87,0.13,26.4499,0.87,0.16,0.14,32.78,0.0,11.5,0,6.5,8.95
2.3,0.5,3.93,0.4,0.0,-0.97,0,0.31,0.2,0,0,1,0.06,0.68,0.38,7.7832,0.69,0.0,0.12,38.59,1.0,11.5,4,8.34,8.33
-5.63,99.0,3.16,0.0,-0.18,-0.04,0,0.14,0.31,0,0,0,0.31,0.6,-0.18,22.133,0.6,-0.15,-0.07,15.34,0.0,14.0,0,7.85,7.85
1.97,0.0,9.09,0.0,0.11,-0.18,0,0.23,0.4,0,0,0,0.45,0.55,0.62,23.5159,0.55,0.09,-0.03,31.28,1.0,13.0,1,4.89,9.41
-0.81,0.0,8.03,0.0,-0.42,-0.24,0,0.15,0.41,0,0,0,0.38,0.6,-0.75,13.2497,0.54,-0.35,-0.01,21.49,0.0,14.0,5,4.84,9.44
-4.13,0.2,3.99,0.4,0.32,-0.18,0,0.12,0.28,0,0,0,0.27,0.45,0.35,11.8166,0.45,0.27,-0.14,13.37,1.0,14.0,0,5.14,5.11
0.0,0.0,0.0,0.0,0.0,0.18,0,0.0,0.0049999999999999,0,0,0,0.64,0.93,0.0,107.0235125,0.69,1.175,-0.11,0.0,0.0,14.0,0,0.91,27.29875
0.91,0.75,26.005000000000003,0.75,-0.69,-0.38,0,0.15,0.31,0,0,1,0.32,0.53,-0.42,5.9998,0.56,-1.3450000000000002,-0.16,44.15,2.5,14.0,0,18.26375,27.29875
-0.79,1.0,6.25,0.0,-0.6,-0.37,1,0.13,0.39,0,0,0,0.4,0.55,-0.56,9.2665,0.55,-0.51,0.0,10.03,0.0,14.0,4,4.97,5.08
-0.11,0.666666667,1.26,0.666666667,0.02,-0.17,1,0.0,0.03,0,0,1,0.04,0.175,0.02,0.0,0.175,0.01,-0.555,1.0,0.0,11.5,5,8.16,12.95
0.0,0.411764706,2.58,0.823529412,-0.25,-0.09,1,0.0,0.05,0,0,1,0.04,0.19,-0.25,0.0,0.175,-0.21,-0.555,0.0,0.0,11.5,0,14.71,16.25
-0.82,0.5,12.68,0.0,-0.84,-0.08,1,0.15,0.43,0,0,0,0.44,0.66,-0.83,23.9831,0.68,-0.7,0.14,17.07,0.0,14.0,1,8.24,13.47
-7.960000000000001,0.0,9.82,0.0,0.995,0.22,0,0.32,0.49,0,0,0,0.48,0.62,1.34,62.716,0.61,1.02,0.525,72.9,1.0,14.0,5,9.64,9.64
-0.02,0.142857143,16.69,0.80952381,0.08,0.11,1,0.13,0.53,0,0,1,0.76,0.53,-0.11,23.7331,0.76,0.3,0.0,5.47,0.0,11.5,3,4.61,13.14
0.0,0.333333333,1.29,0.333333333,0.07,0.1,1,0.0,0.07,0,0,2,0.07,0.24,0.07,5.2498,0.23,0.06,-0.25,0.0,0.0,11.5,0,2.29,3.92
0.0,0.857142857,5.75,0.857142857,-0.71,-0.45,1,0.02,0.22,0,0,1,0.27,0.29,-0.8,0.0,0.49,-1.3450000000000002,-0.38,6.18,0.0,13.0,0,7.9,12.45
6.44,0.0,3.78,0.0,0.41,0.08,0,0.17,0.46,0,0,0,0.48,0.58,0.47,37.6829,0.61,0.16,-0.03,8.26,1.0,14.0,0,2.19,4.0
0.0,0.636363636,1.29,0.818181818,-0.1,0.01,1,0.0,0.1,0,0,1,0.12,0.31,-0.1,0.0,0.34,-0.12,-0.11,0.0,0.0,12.0,0,2.9,3.06
6.44,0.0,11.56,0.333333333,0.995,0.21,0,0.43,0.35,0,0,0,0.48,0.57,1.36,107.0235125,0.8,1.175,0.39,75.53125,1.0,14.0,4,12.13,13.99
-3.52,0.0,3.47,0.0,0.13,-0.15,0,0.14,0.28,0,0,0,0.28,0.39,0.09,16.4329,0.39,0.11,-0.22,13.16,0.0,14.0,0,7.79,7.81
3.23,0.166666667,20.74,0.333333333,0.995,0.1,0,0.43,0.42,0,0,0,0.42,0.52,1.36,5.8832,0.57,1.175,0.26,73.87,2.0,14.0,3,10.84,14.03
6.44,0.125,26.005000000000003,0.375,-0.28,0.49,1,-0.09,0.63,0,0,0,0.65,0.66,-0.28,9.8331,0.68,-0.23,-0.04,9.47,1.0,14.0,5,18.26375,21.8
5.91,1.0,12.74,0.0,-0.19,-1.04,0,0.17,0.38,0,0,0,0.38,0.49,-0.19,68.3996,0.5,-0.16,-0.12,36.06,1.0,14.0,0,10.46,13.35
-3.45,0.0,6.53,0.0,-0.65,-0.64,0,0.15,0.47,0,0,0,0.48,0.66,-0.7,13.6664,0.67,-0.54,0.1,8.04,0.0,14.0,0,7.63,7.65
-7.21,1.0,9.86,0.0,-1.125,-0.36,1,0.09,0.32,0,0,0,0.32,0.61,-1.18,33.6165,0.61,-1.01,-0.09,19.93,0.0,14.0,1,10.99,10.7
-0.63,0.0,11.07,1.0,-0.6,-0.08,1,0.03,0.1,0,0,0,0.03,0.34,-1.02,0.1166,0.29,-0.5,-0.555,6.91,0.0,11.5,0,13.54,15.34
-1.38,0.25,6.5,0.25,-0.07,0.07,0,0.19,0.55,0,0,1,0.58,0.6,-0.08,4.1664,0.64,-0.06,0.07,7.16,0.0,12.0,0,4.46,5.32
6.44,0.444444444,8.46,0.888888889,-0.09,0.17,1,0.14,0.32,0,0,1,0.3,0.52,0.18,16.883,0.45,-0.08,-0.09,10.57,1.0,14.0,0,6.4,6.83
0.0,0.0,9.49,0.0,0.13,0.31,0,0.1,0.36,0,0,0,0.37,0.56,0.39,107.0235125,0.48,1.07,-0.03,12.84,1.0,13.0,0,3.61,9.27
-2.54,0.0,4.67,0.666666667,0.25,0.41,1,0.31,0.43,0,0,0,0.43,0.72,0.19,44.2662,0.77,0.33,0.15,12.4,0.0,13.0,0,4.19,8.32
-2.99,0.0,7.83,0.0,0.21,-0.2,0,0.25,0.42,0,0,0,0.44,0.71,0.25,35.3829,0.7,0.17,0.13,17.47,1.0,14.0,0,7.07,8.28
6.44,99.0,3.77,0.0,-0.37,-0.55,0,0.03,0.28,0,0,0,0.28,0.45,-0.38,10.6998,0.45,-0.31,-0.23,3.72,1.0,14.0,0,5.88,6.24
1.17,0.2,11.74,0.2,0.83,-1.04,0,0.17,0.23,0,0,1,0.23,0.35,1.36,39.5164,0.33,0.69,-0.21,24.07,0.0,13.0,0,12.54,20.45
4.11,0.0,12.1,0.0,-0.33,-0.11,0,0.31,0.5,0,0,0,0.5,0.61,-0.34,4.4164,0.61,-0.55,0.34,45.38,2.5,11.5,5,7.88,10.41
-2.31,1.0,2.72,0.0,-0.15,-0.29,0,0.12,0.39,0,0,0,0.4,0.6,-0.15,6.8665,0.61,-0.13,0.01,4.9,0.0,14.0,2,2.64,2.65
0.0,0.538461539,4.79,0.769230769,-0.64,-0.29,1,0.0,0.2,0,0,1,0.22,0.41,-0.74,0.0,0.44,-0.54,-0.28,0.0,0.0,11.5,0,5.93,6.04
-0.02,0.666666667,12.62,0.666666667,-0.68,0.03,0,0.06,0.52,0,0,1,0.58,0.75,-1.02,3.5666,0.79,-0.49,0.1,5.33,0.0,12.0,0,5.79,10.21
2.57,99.0,7.05,0.0,0.36,-0.11,0,0.29,0.43,0,0,0,0.39,0.59,0.46,21.7495,0.55,0.3,0.25,24.38,1.0,14.0,2,3.84,6.48
6.44,99.0,14.94,0.0,0.74,0.51,0,0.21,0.48,0,0,0,0.49,0.62,0.37,107.0235125,0.63,1.175,0.23,38.71,1.0,14.0,0,12.53,14.37
0.7,0.0,6.14,0.0,0.28,-0.02,0,0.25,0.46,0,0,0,0.53,0.65,0.28,43.1993,0.68,0.27,0.3,26.7,1.0,14.0,5,7.95,8.78
0.94,99.0,8.4,0.0,-0.2,0.96,1,0.11,0.31,0,0,0,0.35,0.57,0.0,69.0662,0.6,-0.07,-0.2,28.04,1.0,14.0,5,13.49,15.85
-0.33,0.0,7.59,0.0,-0.16,-0.63,1,0.14,0.28,0,0,0,0.29,0.42,0.06,30.8829,0.43,-0.13,-0.36,23.08,1.0,14.0,0,15.47,15.77
-7.26,0.25,16.38,0.0,-0.31,-0.03,1,0.17,0.48,0,0,0,0.23,0.59,-0.82,0.0,0.41,-0.12,0.08,19.05,0.0,11.5,0,7.39,12.52
1.03,0.666666667,7.47,0.888888889,-0.71,-0.44,1,0.08,0.34,0,0,1,0.2,0.49,-0.71,0.5,0.29,-0.59,-0.2,15.52,0.0,11.5,0,4.29,6.28
-2.96,99.0,10.39,0.0,0.33,0.28,0,0.24,0.33,0,0,0,0.44,0.57,0.3,90.5658,0.72,0.57,0.525,75.53125,1.0,14.0,5,11.83,19.74
-4.19,0.125,9.95,0.25,0.04,-0.6,0,0.18,0.36,0,0,0,0.36,0.49,0.02,20.9166,0.49,0.04,-0.13,26.9,0.0,14.0,0,11.15,11.75
-1.08,0.5,1.2,0.0,-0.05,0.07,0,0.05,0.14,0,0,0,0.21,0.57,-0.05,9.5331,0.38,-0.09,-0.01,3.79,0.0,13.0,1,3.37,7.21
-3.21,0.0,3.16,0.0,0.0,0.29,0,0.18,0.35,0,0,0,0.35,0.5,0.0,8.9331,0.5,0.0,-0.08,12.02,0.0,14.0,0,3.76,3.76
3.31,99.0,26.005000000000003,0.0,-0.14,-1.04,0,0.12,0.71,0,0,0,0.49,0.84,-1.52,107.0235125,0.68,-0.25,0.525,69.02,2.0,14.0,5,7.79,27.29875
-3.38,0.333333333,18.37,0.166666667,-0.17,-0.21,0,0.1,0.44,0,0,2,0.38,0.77,-0.42,0.0,0.69,-0.13,0.12,12.39,0.0,11.5,0,11.36,15.59
-3.81,99.0,3.98,0.0,-0.14,-0.19,0,0.08,0.22,0,0,0,0.22,0.36,-0.19,10.4164,0.36,-0.12,-0.555,13.17,0.0,14.0,0,8.78,8.89
6.44,99.0,11.28,0.0,0.24,-0.76,0,0.16,0.44,0,0,0,0.37,0.64,0.96,43.5994,0.62,-0.36,0.08,49.69,2.0,14.0,5,5.93,7.62
-0.05,0.333333333,12.36,0.333333333,-0.28,0.0,0,0.15,0.66,0,0,1,0.62,0.87,-0.29,0.0,0.79,-0.18,0.14,22.65,0.0,11.5,0,8.16,8.81
-6.9,99.0,4.44,0.0,-0.07,0.15,0,0.21,0.45,0,0,0,0.46,0.54,-0.12,19.2995,0.55,-0.07,-0.06,13.72,0.0,14.0,0,3.39,3.55
-0.25,0.357142857,2.17,0.357142857,-0.1,-0.78,1,0.06,0.19,0,0,1,0.24,0.19,-0.2,0.0,0.24,-0.13,-0.17,2.72,0.0,12.0,0,2.62,6.28
-4.11,99.0,2.42,0.0,-0.21,-0.16,0,0.15,0.38,0,0,0,0.38,0.51,-0.21,63.9997,0.47,-1.3450000000000002,-0.06,7.65,0.0,14.0,0,2.83,2.83
-2.77,0.0,9.06,0.5,0.3,0.6,0,0.2,0.39,0,0,0,0.38,0.52,-0.01,27.3829,0.54,0.23,-0.09,22.03,1.0,13.0,0,6.09,8.78
-3.0,0.111111111,18.01,0.222222222,0.68,-0.25,0,0.36,0.69,0,0,0,0.34,0.82,0.7,0.55,0.57,0.4,0.32,53.17,1.0,11.5,1,10.03,10.03
-0.53,0.0,7.56,0.0,0.82,0.59,0,0.26,0.38,0,0,0,0.39,0.63,0.84,27.9997,0.61,0.69,0.08,23.36,1.0,14.0,0,5.22,6.4
-7.960000000000001,0.5,5.88,0.0,0.33,-0.14,0,0.28,0.41,0,0,0,0.41,0.49,0.29,21.2165,0.49,0.28,-0.06,21.89,0.0,14.0,0,4.86,4.89
-3.37,0.0625,7.03,0.6875,-0.11,0.08,0,0.36,0.765,0,0,0,0.765,0.935,-0.41,17.9996,0.935,-0.06,0.32,19.83,0.0,14.0,2,5.07,6.28
0.0,0.3125,0.81,0.3125,-0.03,-0.08,1,0.02,0.01,0,0,1,0.0049999999999999,0.175,-0.02,0.0,0.175,-0.02,-0.555,10.92,0.0,11.5,1,18.26375,24.71
-0.84,0.0,8.23,0.5,0.29,0.1,0,0.19,0.45,0,0,0,0.58,0.56,0.34,1.4166,0.72,0.47,0.1,24.16,1.0,11.5,1,7.78,10.66
1.4,99.0,3.48,0.0,0.42,0.96,0,0.18,0.34,0,0,0,0.45,0.46,0.44,38.0995,0.6,0.7,-0.06,12.72,1.0,14.0,0,2.84,6.01
0.0,0.368421053,0.0,0.842105263,0.0,0.0,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.2833,0.175,0.0,-0.43,0.0,0.0,13.0,1,5.47,5.57
5.07,0.25,4.76,0.5,-0.69,-0.05,1,0.12,0.44,0,0,0,0.45,0.52,-0.67,9.3497,0.52,-0.58,-0.05,7.92,1.0,14.0,0,4.49,4.66
2.52,0.3,2.99,0.6,0.03,-0.05,0,0.06,0.3,0,0,1,0.09,0.3,0.01,1.9166,0.175,0.03,-0.07,2.29,0.0,12.0,0,2.28,3.43
0.0,99.0,26.005000000000003,0.0,0.45,-0.52,1,0.14,0.37,0,0,0,0.45,0.66,1.36,107.0235125,0.64,1.175,-0.14,74.88,1.0,14.0,5,4.44,27.29875
-5.38,99.0,5.11,0.0,-0.12,-0.02,0,0.16,0.39,0,0,0,0.39,0.56,-0.13,20.7829,0.55,-0.1,0.03,13.35,0.0,14.0,1,4.67,4.95
2.36,0.2,6.11,0.466666667,0.23,-1.04,0,0.28,0.56,0,0,1,0.58,0.935,0.27,24.1831,0.935,0.21,0.15,12.4,1.0,14.0,0,6.22,6.76
0.24,0.333333333,5.49,0.333333333,-0.06,0.16,0,0.25,0.53,0,0,1,0.52,0.6,-0.08,12.6995,0.59,-0.05,0.1,16.59,0.0,14.0,0,3.61,4.2
6.44,0.0,17.01,0.571428571,-0.41,-0.06,0,0.06,0.76,0,0,0,0.765,0.78,-1.52,12.7831,0.88,-1.3450000000000002,0.01,39.27,1.0,11.5,5,7.51,13.41
-7.960000000000001,99.0,12.24,0.0,-0.74,0.44,0,0.17,0.45,0,0,0,0.46,0.57,-0.78,63.4325,0.58,-0.62,0.46,29.96,0.0,14.0,5,18.26375,18.94
-0.81,0.333333333,4.26,0.333333333,-0.43,-0.79,1,0.4,0.41,0,0,1,0.31,0.54,-0.43,1.7665,0.5,-0.34,0.09,75.53125,1.0,13.0,5,3.67,4.35
4.14,0.142857143,5.48,0.285714286,-0.19,-0.4,1,0.17,0.34,0,0,0,0.32,0.55,-0.17,2.6332,0.54,-0.16,-0.1,20.46,1.0,13.0,0,5.07,4.98
2.86,0.0,2.59,1.0,0.16,0.09,1,0.06,0.11,0,0,0,0.11,0.175,0.19,11.7496,0.175,0.13,-0.55,7.46,1.0,14.0,0,15.69,15.74
-7.960000000000001,0.0,25.02,0.0,-0.45,0.0,0,0.26,0.61,0,0,0,0.59,0.65,0.14,7.4662,0.64,-0.83,0.18,69.64,2.0,14.0,5,17.89,21.56
2.36,99.0,7.35,0.0,-0.17,-0.08,0,0.15,0.38,0,0,0,0.38,0.51,-0.19,41.283,0.51,-0.15,-0.21,22.26,1.0,14.0,0,8.44,8.66
-4.26,0.2,6.55,0.0,-0.11,-0.29,0,0.16,0.58,0,0,0,0.59,0.69,-0.1,17.6497,0.7,-0.1,0.12,13.75,1.0,14.0,0,4.69,4.67
0.98,0.0,4.75,0.0,0.19,0.22,0,0.21,0.39,0,0,0,0.39,0.5,0.2,25.5496,0.51,0.24,-0.1,12.32,1.0,14.0,0,5.6,5.83
0.41,99.0,0.71,0.0,0.05,-0.58,0,0.1,0.05,0,0,0,0.36,0.175,0.05,32.033,0.55,-0.24,-0.08,2.33,0.0,14.0,0,1.72,8.66
0.0,0.875,6.81,1.0,-0.94,-1.04,1,0.0,0.22,0,0,1,0.32,0.41,-0.94,0.0,0.53,-1.3450000000000002,-0.26,0.0,0.0,11.5,5,13.5,14.29
