s6.new.rev.p2.m2,s2.rch.val.p6,s8.mbl.p2,s7.s4.day.no.mou.p2.p4,s8.ic.mou.all.p3,s6.rtd.mou.p2.m2,s1.og.hom.mou.p1,ds.usg.p6,ds.og.usg.p4,s3.new.rev.p1,s2.s4.day.no.mou.p2,s8.new.rev.p3,s4.low.blnc.ins.p3,s8.rtd.mou.p3,s2.s4.day.no.mou.p3,s7.rtd.mou.m1.m2,s4.rch.val.gt.30.p2,s4.data.ins.l14,s4.std.ic.ins.l14,target
-0.14,68.33,-1.77,0.0,0.63,-0.07,40.8332,0.0,0.0,3.97,0.0,0.76,0.0,0.59,0.0,0.882601084,1.0,0.0,2.0,0
0.33,17.0,1.55,0.111111111,0.18,0.27,8.4664,0.0,0.0,2.55,0.0,-0.06,3.0,-0.05,0.0,1.714654768,0.0,0.0,0.0,0
0.14,20.0,0.25,0.285714286,0.36,-0.14,17.0499,0.0,0.0,7.12,2.0,0.23,9.0,0.17,2.0,1.387099229,0.0,0.0,1.0,1
-0.57,33.33,3.5,0.25,0.21,-0.57,8.0831,0.0,0.0,2.25,0.0,-0.17,1.0,-0.14,0.0,0.380896035,1.0,0.0,0.0,1
0.28,35.0,0.54,0.0,0.05,0.35,17.6831,0.0,0.0,4.19,0.0,0.08,0.0,0.08,0.0,0.626094912,1.0,1.0,4.0,0
0.12,27.27,1.41,0.0,0.43,0.0,13.183,0.0,0.0,4.44,0.0,-0.17,2.0,-0.13,0.0,1.430883379,0.0,0.0,0.0,0
-0.17,79.17,0.15,0.0,-0.19,-0.11,49.5497,0.0,0.0,1.97,0.0,-0.78,3.0,-0.5,0.0,0.776785477,2.0,0.0,0.0,0
-0.17,30.64,6.34,1.0,-0.56,-0.23,16.1831,0.0,0.0,5.71,0.0,0.05,3.0,-0.03,0.0,1.337009749,2.0,4.0,0.0,0
-0.42,14.13,0.66,0.0,0.71,0.45,33.6997,0.0,0.0,2.98,0.0,-0.37,4.0,0.36,0.0,1.096984797,0.0,1.0,0.0,1
-0.52,60.75,-1.99,99.0,0.56,-0.43,16.0998,0.0,0.0,2.04,0.0,-0.23,0.0,-0.42,0.0,0.686380311,0.0,0.0,1.0,1
0.16,30.39,-1.91,99.0,-0.05,-0.25,42.8664,0.0,0.0,7.45,0.0,0.66,1.0,0.39,0.0,1.216312741,0.0,0.0,1.0,1
0.2,27.14,-2.33,0.142857143,0.19,0.29,18.8832,0.0,0.0,6.53,2.0,-0.47,8.0,-0.23,2.0,0.268686421,1.0,1.0,1.0,1
-0.32,30.0,0.83,99.0,0.66,-0.39,18.3163,0.0,0.0,4.96,0.0,-1.25,2.0,-1.02,0.0,0.739700729,0.0,0.0,0.0,1
0.08,28.33,0.53,0.5,0.22,0.04,26.5998,0.0,0.0,9.73,0.0,-0.04,4.0,-0.03,0.0,0.71892365,0.0,0.0,0.0,0
0.88,35.56,2.67,0.0,0.15,1.13,39.1164,0.0,0.0,3.28,0.0,1.05,7.0,0.92,0.0,0.304286529,2.0,0.0,0.0,0
-0.24,55.6,-6.35,99.0,-0.2,0.54,45.8164,0.0,0.0,3.1,0.0,-0.08,0.0,-0.1,0.0,0.468527593,0.0,0.0,1.0,0
0.06,61.88,1.17,0.0,-0.51,-0.04,28.0998,0.0,0.0,14.13,0.0,0.49,3.0,0.1,0.0,0.835510332,2.0,0.0,3.0,0
-0.34,26.55,3.6,1.0,-0.01,-0.23,65.3163,0.0,0.0,7.12,2.0,-1.02,4.0,-0.6,2.0,0.038698182,1.0,0.0,0.0,0
-0.82,48.33,2.76,0.571428571,-0.1,-0.86,3.0999,0.0,0.0,1.46,4.0,-0.33,5.0,-0.31,4.0,0.970337452,0.0,0.0,2.0,0
0.32,41.0,0.0,0.0,-0.62,-0.2,42.1996,0.0,0.0,3.29,0.0,-0.03,15.0,-0.37,0.0,1.191730386,1.0,3.0,0.0,0
-0.33,40.0,5.7,0.0,-0.07,-0.39,7.8499,0.0,0.0,3.63,0.0,-0.5,0.0,-0.43,0.0,0.324834096,1.0,0.0,0.0,0
-0.75,54.0,0.0,99.0,0.0,-0.22,27.4164,0.0,0.0,0.62,0.0,-0.54,15.0,0.03,0.0,0.879567908,0.0,2.0,1.0,0
0.03,21.11,0.54,0.285714286,0.04,-0.24,7.4665,0.0,0.0,2.68,2.0,-0.4,4.0,-0.18,2.0,1.435755961,0.0,1.0,1.0,0
0.19,58.43,-0.05,99.0,0.23,0.22,16.7997,0.0,0.0,2.57,0.0,0.16,3.0,0.16,0.0,1.159962135,0.0,0.0,0.0,0
-0.07,39.71,2.3,0.0,-0.17,-0.11,23.333,0.0,0.0,6.86,0.0,0.39,2.0,-0.23,0.0,1.346639771,1.0,0.0,0.0,0
-0.44,21.43,0.98,0.0,-0.04,-0.4,12.1497,0.0,0.0,6.41,0.0,0.32,1.0,0.2,0.0,0.485781276,1.0,0.0,1.0,1
-0.25,150.0,-5.32,0.428571429,0.21,-0.27,26.1832,0.0,0.0,11.38,3.0,0.53,0.0,0.42,3.0,0.788406272,0.0,0.0,1.0,1
1.03,27.5,-0.08,0.25,0.36,0.72,33.8832,0.0,0.0,13.78,0.0,1.09,2.0,0.64,0.0,1.50939721,0.0,0.0,0.0,0
-0.36,24.88,1.65,99.0,0.05,-0.06,91.9663,0.0,0.0,7.89,0.0,-0.23,1.0,0.21,0.0,0.821611977,1.0,1.0,1.0,0
-0.25,28.71,-3.2,0.0,0.02,0.32,25.5664,0.0,0.0,3.67,0.0,-0.65,3.0,0.25,2.0,1.144618385,0.0,0.0,0.0,0
-0.48,22.5,-1.62,0.111111111,-0.03,-0.31,6.5165,0.0,0.0,2.18,0.0,-0.11,2.0,-0.05,0.0,0.914889033,0.0,0.0,0.0,0
0.22,15.79,0.18,0.333333333,-0.03,0.21,25.7165,0.0,0.0,8.15,0.0,-0.21,5.0,-0.17,0.0,1.320156986,0.0,0.0,0.0,0
-0.68,16.35,-1.87,0.333333333,0.15,-0.68,21.5331,0.0,0.0,0.88,0.0,-0.26,4.0,-1.03,0.0,0.720405059,0.0,4.0,0.0,0
-0.06,18.2,-0.65,99.0,0.24,-0.1,22.4331,0.0,0.0,0.81,0.0,-0.12,3.0,-0.33,0.0,0.520684686,0.0,0.0,2.0,0
0.3,34.0,2.03,0.25,0.29,-0.35,21.5498,0.0,0.0,12.3,0.0,0.82,8.0,0.06,0.0,0.396115683,1.0,0.0,0.0,0
-0.15,170.0,-5.56,99.0,-0.24,-0.13,23.8663,0.0,0.0,3.88,0.0,-0.16,0.0,-0.16,0.0,0.859798642,0.0,0.0,1.0,0
1.21,61.2,0.6,0.0,0.27,0.66,54.2164,0.0,0.0,13.82,0.0,0.6,4.0,0.4,0.0,1.632802458,1.0,0.0,0.0,0
-0.26,60.0,-0.94,0.666666667,-0.68,-0.55,9.5998,0.0,0.0,13.03,0.0,-0.73,7.0,-0.94,0.0,0.599035594,0.0,0.0,0.0,1
-0.3,50.0,1.49,99.0,0.17,-0.41,32.6997,0.0,0.0,10.15,0.0,-0.55,6.0,-0.45,0.0,1.38949164,1.0,0.0,0.0,1
1.45,71.0,3.0,0.0,0.48,1.33,57.083,0.0,0.0,8.8,0.0,1.11,3.0,0.9,0.0,0.657388054,2.0,0.0,0.0,0
-0.03,52.5,-3.81,99.0,-0.51,-0.12,26.7831,0.0,0.0,4.09,0.0,-0.06,1.0,-0.1,0.0,0.790348436,1.0,0.0,0.0,0
-0.28,10.0,-0.31,0.0,-0.16,-0.23,3.7165,0.0,0.0,1.38,0.0,-0.66,6.0,-0.51,0.0,0.564781809,0.0,0.0,0.0,0
-0.08,37.2,4.94,0.0,0.03,-0.03,15.0664,0.0,0.0,4.47,0.0,0.19,0.0,-0.02,0.0,0.745036978,1.0,0.0,0.0,0
0.8,52.67,0.0,0.0,0.1,0.24,30.2998,0.0,0.0,0.77,0.0,0.06,13.0,-0.08,0.0,1.1965588,1.0,1.0,1.0,0
0.42,81.25,-0.17,0.2,0.29,0.41,52.8497,0.0,0.0,14.41,0.0,0.57,2.0,0.45,0.0,1.094610802,1.0,0.0,1.0,0
0.43,42.5,-4.81,0.25,0.14,0.24,10.6165,0.0,0.0,1.15,0.0,-0.28,1.0,-0.28,0.0,0.422413555,1.0,0.0,0.0,0
-0.3,38.75,0.42,0.333333333,-0.05,-0.46,15.0663,0.0,0.0,9.99,0.0,-0.17,4.0,-0.32,0.0,0.739467743,0.0,2.0,1.0,1
-0.36,70.0,-1.96,0.2,0.06,-0.34,9.3499,0.0,0.0,5.02,2.0,-0.29,0.0,-0.24,2.0,0.88608624,0.0,0.0,0.0,1
0.72,22.73,1.46,0.0,0.3,0.32,17.9665,0.0,0.0,9.15,0.0,-0.71,4.0,-0.59,0.0,0.0,0.0,0.0,0.0,0
-0.4,62.0,-3.5,0.0,-0.68,-0.28,25.8164,0.0,0.0,1.04,0.0,-0.77,3.0,-1.21,0.0,0.998897567,0.0,0.0,0.0,0
-0.31,61.67,-4.83,99.0,-0.02,-0.23,15.7164,0.0,0.0,3.28,0.0,-0.53,0.0,-0.41,0.0,0.76152931,0.0,1.0,2.0,0
-0.21,38.0,1.0,0.333333333,-0.09,-0.4,10.6664,0.0,0.0,2.95,0.0,-0.12,3.0,-0.21,0.0,1.211543251,1.0,0.0,3.0,0
0.28,53.75,-4.13,0.2,-0.18,0.14,12.7999,0.0,0.0,4.06,0.0,0.35,4.0,0.27,0.0,0.990476146,1.0,0.0,3.0,0
-0.48,36.67,-0.79,1.0,-0.37,-0.52,8.8999,0.0,0.0,2.45,0.0,-0.56,2.0,-0.51,0.0,0.843211616,0.0,4.0,0.0,1
-0.05,25.0,-0.82,0.5,-0.08,-0.19,22.3498,0.0,0.0,12.5,0.0,-0.83,9.0,-0.7,0.0,0.685139288,0.0,1.0,0.0,1
-0.27,35.0,-3.52,0.0,-0.15,-0.26,16.3998,0.0,0.0,5.81,0.0,0.09,0.0,0.11,0.0,1.168620412,0.0,0.0,1.0,0
-0.41,86.67,-3.45,0.0,-0.64,-0.39,13.5998,0.0,0.0,2.88,0.0,-0.7,0.0,-0.54,0.0,1.128810551,0.0,0.0,1.0,0
-0.09,23.33,-1.38,0.25,0.07,0.06,4.1333,0.0,0.0,2.39,2.0,-0.08,4.0,-0.06,2.0,0.775611167,0.0,0.0,0.0,0
0.44,40.6,-2.54,0.0,0.41,0.77,44.0497,0.0,0.0,2.97,0.0,0.19,5.0,0.33,3.0,1.103123299,0.0,0.0,0.0,1
0.39,58.0,-2.99,0.0,-0.2,0.43,35.5498,0.0,0.0,5.89,0.0,0.25,0.0,0.17,0.0,0.722267207,1.0,0.0,0.0,0
0.34,30.0,2.57,99.0,-0.11,0.18,21.4497,0.0,0.0,6.37,0.0,0.46,6.0,0.3,0.0,0.977209917,1.0,2.0,0.0,0
-0.3,47.86,-0.33,0.0,-0.63,-0.33,30.1498,0.0,0.0,6.9,0.0,0.06,2.0,-0.13,0.0,0.82194827,1.0,0.0,3.0,1
-0.72,59.67,-1.08,0.5,0.07,-0.55,9.5165,0.0,0.0,1.78,0.0,-0.05,0.0,-0.09,0.0,0.653283892,0.0,1.0,0.0,0
-0.63,116.67,-3.81,99.0,-0.19,-0.62,10.3998,0.0,0.0,3.96,0.0,-0.19,0.0,-0.12,0.0,0.854466344,0.0,0.0,2.0,0
0.21,113.33,-6.9,99.0,0.15,0.3,22.5164,0.0,0.0,5.25,0.0,-0.12,0.0,-0.07,0.0,0.642837802,0.0,0.0,2.0,0
-0.07,58.57,-2.77,0.0,0.6,0.19,26.8998,0.0,0.0,6.25,0.0,-0.01,2.0,0.23,0.0,0.674316365,1.0,0.0,1.0,0
0.44,10.97,-0.53,0.0,0.59,0.57,27.9998,0.0,0.0,9.11,0.0,0.84,9.0,0.69,0.0,0.742936961,1.0,0.0,1.0,0
-0.41,50.0,5.07,0.25,-0.05,-0.45,9.2998,0.0,0.0,2.71,0.0,-0.67,2.0,-0.58,0.0,0.633479659,1.0,0.0,2.0,1
-0.25,59.75,-5.38,99.0,-0.02,-0.22,20.6497,0.0,0.0,5.22,0.0,-0.13,1.0,-0.1,0.0,0.943059988,0.0,1.0,0.0,0
0.26,25.83,0.24,0.333333333,0.16,0.2,12.6163,0.0,0.0,3.63,2.0,-0.08,7.0,-0.05,2.0,2.000943431,0.0,0.0,2.0,0
-0.1,50.0,4.14,0.142857143,-0.4,-0.16,2.6332,0.0,0.0,1.38,0.0,-0.17,2.0,-0.16,2.0,1.249293101,1.0,0.0,0.0,1
-0.09,102.0,2.36,99.0,-0.08,-0.08,41.4163,0.0,0.0,10.09,0.0,-0.19,0.0,-0.15,0.0,0.641111989,1.0,0.0,1.0,0
0.39,87.5,-4.26,0.2,-0.29,0.3,17.6166,0.0,0.0,6.44,0.0,-0.1,0.0,-0.1,0.0,1.644794476,1.0,0.0,0.0,0
0.28,72.5,0.98,0.0,0.22,0.33,25.4997,0.0,0.0,3.35,0.0,0.2,0.0,0.24,0.0,1.606328585,1.0,0.0,1.0,0
-0.76,32.0,0.41,99.0,-0.58,-0.2,31.9331,0.0,0.0,0.46,0.0,0.05,9.0,-0.24,0.0,1.221344037,0.0,0.0,0.0,0
-0.55,19.0,-0.15,0.0,0.04,-0.53,8.6828,0.0,0.0,1.0,0.0,-0.52,3.0,-0.37,0.0,1.13735237,0.0,2.0,0.0,0
-0.03,30.71,0.95,99.0,0.18,-0.53,29.683,0.0,0.0,7.19,0.0,-0.27,5.0,-1.26,0.0,0.988648197,0.0,0.0,0.0,0
0.39,22.5,1.29,0.25,0.32,0.64,32.1664,0.0,0.0,4.89,0.0,-0.5,3.0,-0.07,0.0,1.1602872,1.0,0.0,1.0,0
0.88,65.0,3.27,0.0,0.43,0.52,32.9165,0.0,0.0,10.75,0.0,0.38,1.0,0.54,0.0,0.82699586,1.0,0.0,0.0,0
0.06,65.0,-1.98,99.0,0.04,0.09,32.3831,0.0,0.0,6.7,0.0,0.43,0.0,0.34,0.0,1.892702797,1.0,5.0,0.0,0
-0.45,35.67,-5.03,99.0,-0.13,0.47,31.5164,0.0,0.0,2.54,0.0,0.04,0.0,0.05,0.0,0.806320991,0.0,4.0,0.0,1
-0.59,34.5,-1.01,0.4,0.09,-0.04,15.1332,0.0,0.0,2.75,2.0,-0.31,4.0,-0.02,2.0,1.565927813,0.0,0.0,0.0,1
-0.08,62.5,-2.08,99.0,0.3,-0.17,5.5832,0.0,0.0,0.65,0.0,-0.36,3.0,-0.31,0.0,0.645928919,1.0,0.0,1.0,0
0.05,25.0,3.87,0.0,0.0,0.0,22.583,0.0,0.0,12.19,0.0,0.67,5.0,0.22,0.0,0.863500857,1.0,0.0,0.0,0
-0.5,48.75,-0.32,0.083333333,0.41,-0.59,9.5331,0.0,0.0,9.4,0.0,0.03,10.0,0.08,2.0,1.035093394,0.0,4.0,1.0,1
0.36,40.0,-1.68,0.142857143,0.39,0.34,30.9164,0.0,0.0,16.23,2.0,-0.3,5.0,-0.06,2.0,1.423149232,2.0,1.0,0.0,0
-0.46,46.52,-0.15,99.0,0.35,-0.47,25.1664,0.0,0.0,10.34,0.0,-0.62,0.0,-0.57,0.0,0.602840104,2.0,0.0,0.0,1
0.11,69.0,-7.18,99.0,0.34,-0.04,19.3496,0.0,0.0,10.29,0.0,0.04,1.0,-0.08,0.0,1.041299692,0.0,0.0,0.0,1
-0.23,12.3,0.91,0.4,-0.11,0.25,22.3499,0.0,0.0,5.52,0.0,0.03,6.0,0.34,0.0,0.802589842,0.0,0.0,0.0,0
0.09,66.67,-7.7,0.142857143,0.63,0.15,22.7165,0.0,0.0,8.2,0.0,0.3,0.0,0.24,2.0,1.061256762,1.0,0.0,0.0,0
0.05,10.0,-0.66,0.285714286,-0.22,-0.26,9.7665,0.0,0.0,5.18,0.0,-0.42,6.0,-0.2,0.0,0.413176567,0.0,0.0,0.0,0
-0.57,60.17,-4.6,0.0,-0.36,-0.05,21.5164,0.0,0.0,1.44,0.0,-0.62,0.0,-0.05,0.0,0.774004405,0.0,1.0,0.0,0
-0.11,45.0,-3.78,99.0,-0.59,-0.21,49.1997,0.0,0.0,3.14,0.0,0.18,5.0,-0.13,0.0,1.572150565,0.0,1.0,1.0,0
-0.25,57.5,0.43,0.0,-0.02,-0.23,13.9497,0.0,0.0,2.41,0.0,0.18,0.0,0.11,0.0,1.052682365,1.0,1.0,0.0,0
-0.12,62.5,3.08,0.2,0.02,-0.23,10.5165,0.0,0.0,1.38,0.0,0.04,0.0,0.01,0.0,1.029260806,1.0,0.0,0.0,1
0.15,46.2,-4.77,99.0,0.22,-0.19,36.4165,0.0,0.0,5.93,0.0,-0.28,0.0,-0.6,0.0,1.29484152,1.0,0.0,2.0,1
-0.52,34.18,1.71,99.0,0.29,-0.55,4.5331,0.0,0.0,2.07,0.0,0.14,2.0,0.03,0.0,1.484983845,1.0,0.0,0.0,1
-0.4,55.0,-0.46,0.0,0.12,-0.53,9.6998,0.0,0.0,5.25,0.0,-0.35,1.0,-0.38,0.0,0.919633319,0.0,0.0,0.0,0
0.94,46.0,0.07,0.0,0.05,0.7,45.633,0.0,0.0,10.45,0.0,1.02,0.0,0.64,0.0,1.198554295,2.0,0.0,0.0,0
-0.63,56.67,-0.14,0.333333333,-0.38,-0.64,14.8665,0.0,0.0,1.57,0.0,-0.56,0.0,-0.44,0.0,1.514747746,1.0,0.0,0.0,1
-0.16,34.88,1.76,0.5,0.54,0.49,14.1666,0.0,0.0,10.34,0.0,0.72,6.0,0.94,0.0,1.412312397,1.0,0.0,0.0,1
-0.01,18.89,0.31,0.0,-0.01,-0.19,10.7832,0.0,0.0,7.88,0.0,-0.12,3.0,-0.05,0.0,1.029166724,0.0,0.0,0.0,0
0.98,46.0,4.24,0.0,0.09,1.47,26.7164,0.0,0.0,4.36,0.0,-0.03,3.0,0.04,0.0,1.955409453,1.0,0.0,0.0,0
-0.25,36.25,-0.5,0.5,-0.13,-0.09,16.033,0.0,0.0,4.9,0.0,0.17,5.0,0.16,0.0,0.623845026,0.0,0.0,0.0,0
0.18,142.5,-1.51,99.0,-0.53,0.15,63.5331,0.0,0.0,11.7,0.0,0.41,0.0,0.28,0.0,0.691661889,2.0,2.0,0.0,0
-0.37,73.5,1.2,99.0,0.16,-0.03,35.1664,0.0,0.0,2.25,0.0,-0.71,0.0,-0.19,0.0,0.86114978,1.0,1.0,3.0,0
-0.34,50.67,1.73,99.0,-0.13,-0.19,63.7331,0.0,0.0,3.04,0.0,0.44,0.0,0.68,0.0,0.365897105,1.0,0.0,0.0,0
0.29,53.5,-7.61,99.0,0.04,0.96,55.4665,0.0,0.0,3.33,0.0,0.45,0.0,0.82,0.0,1.272271825,0.0,0.0,2.0,0
-0.71,47.14,4.53,99.0,0.03,-0.74,10.433,0.0,0.0,2.1,0.0,-0.22,1.0,-0.21,0.0,0.637250621,1.0,0.0,0.0,1
-0.49,33.33,0.73,1.0,0.17,-0.6,26.4164,0.0,0.0,11.23,2.0,-0.03,4.0,-0.17,2.0,0.699890446,0.0,0.0,0.0,1
-0.03,14.32,1.78,0.0,0.24,-0.61,12.7498,0.0,0.0,10.88,0.0,0.18,1.0,-0.27,0.0,0.352345976,1.0,0.0,1.0,1
-0.1,70.0,-5.94,99.0,0.14,-0.06,10.3665,0.0,0.0,2.25,0.0,-0.14,1.0,-0.11,0.0,0.893724671,0.0,0.0,1.0,0
-0.44,95.33,-4.49,99.0,-0.85,-0.41,25.0831,0.0,0.0,1.02,0.0,-0.38,0.0,-0.57,0.0,0.849136673,0.0,1.0,2.0,0
-0.12,93.33,6.18,0.0,-0.07,-0.17,11.533,0.0,0.0,2.17,0.0,-0.47,0.0,-0.39,0.0,0.875014868,1.0,0.0,0.0,0
0.5,80.0,6.1,99.0,-0.29,0.57,20.1831,0.0,0.0,1.77,0.0,-0.18,3.0,0.01,0.0,1.157109344,1.0,1.0,0.0,0
0.89,55.0,-3.61,0.333333333,-0.49,-0.34,8.5665,0.0,0.0,3.45,0.0,-0.06,0.0,-0.05,0.0,0.841352267,0.0,0.0,0.0,0
-0.44,65.0,-1.55,0.0,-0.03,-0.33,4.9498,0.0,0.0,0.71,0.0,-0.2,1.0,-0.12,0.0,0.852181882,0.0,5.0,0.0,1
-0.12,18.57,-0.68,0.222222222,0.12,-0.07,3.8665,0.0,0.0,7.62,0.0,0.4,7.0,0.03,6.0,0.791521509,0.0,0.0,0.0,1
-0.08,39.33,-2.18,0.0,0.47,0.77,17.5664,0.0,0.0,2.25,0.0,-0.38,1.0,0.32,0.0,0.602072478,0.0,0.0,1.0,1
-0.64,62.5,-2.94,99.0,0.04,-0.62,12.3665,0.0,0.0,2.88,0.0,0.11,0.0,0.11,0.0,1.30365674,0.0,0.0,1.0,1
-0.02,77.5,-7.7,0.0,-0.3,0.22,25.8664,0.0,0.0,7.65,0.0,0.44,1.0,0.37,0.0,1.587894182,0.0,0.0,3.0,0
-0.52,167.0,-5.98,0.0,0.89,-0.35,45.7998,0.0,0.0,4.15,0.0,-0.37,0.0,0.27,0.0,1.002247165,0.0,0.0,1.0,0
-0.49,94.0,-7.51,1.0,0.2,-0.41,20.2165,0.0,0.0,8.25,0.0,-0.66,2.0,-0.41,0.0,0.63068778,0.0,0.0,1.0,1
0.0,70.0,-1.86,0.2,0.07,-0.23,12.9832,0.0,0.0,6.5,0.0,-0.07,1.0,-0.02,0.0,0.737062224,0.0,1.0,1.0,0
-0.05,16.67,1.81,0.25,-0.97,-0.12,7.4165,0.0,0.0,1.4,3.0,0.02,4.0,0.03,2.5,1.035144627,0.0,2.0,0.0,0
-0.8,136.67,-1.58,99.0,0.14,-0.79,3.7331,0.0,0.0,0.53,0.0,-0.22,0.0,-0.19,0.0,0.571675208,0.0,0.0,1.0,0
-0.4,54.0,4.97,99.0,0.13,-0.34,9.7665,0.0,0.0,1.29,0.0,-0.5,0.0,-0.87,0.0,1.147496627,1.0,0.0,1.0,0
0.22,55.0,-4.08,0.0,-0.1,0.29,16.283,0.0,0.0,2.98,0.0,0.28,1.0,0.24,0.0,0.720523265,0.0,0.0,0.0,0
-0.13,36.15,-2.94,99.0,0.09,-0.04,33.7997,0.0,0.0,4.67,0.0,0.28,2.0,0.31,0.0,0.801761023,1.0,0.0,1.0,0
-0.63,115.0,-3.41,0.5,0.05,-0.63,9.9164,0.0,0.0,2.67,0.0,-0.65,0.0,-0.55,0.0,1.396901233,0.0,0.0,0.0,0
0.01,150.0,-3.48,0.0,0.0,0.02,11.6831,0.0,0.0,1.51,0.0,0.27,4.0,0.23,5.0,1.019757513,0.0,0.0,0.0,0
-0.19,16.25,0.13,0.153846154,-0.24,-0.25,8.8664,0.0,0.0,3.53,0.0,-0.48,9.0,-0.29,2.0,1.972772802,0.0,2.0,0.0,1
0.06,23.33,1.41,0.0,0.26,0.07,21.5331,0.0,0.0,9.52,0.0,-0.23,0.0,-0.21,0.0,0.836628972,1.0,0.0,1.0,0
0.93,47.5,-0.29,0.0,0.09,0.87,24.4665,0.0,0.0,4.27,0.0,0.25,3.0,0.22,3.0,0.542255539,1.0,3.0,0.0,0
-0.64,42.67,0.0,0.0,-0.36,0.07,39.4831,0.0,0.0,1.78,0.0,-0.33,12.0,0.46,0.0,0.920372668,0.0,0.0,0.0,0
0.12,45.0,3.7,0.0,0.0,0.21,25.6998,0.0,0.0,10.43,0.0,0.11,3.0,0.16,0.0,0.806169455,1.0,1.0,0.0,1
-0.25,29.57,2.56,99.0,-0.7,-0.17,63.3998,0.0,0.0,6.01,0.0,0.33,0.0,0.67,0.0,0.826268976,0.0,1.0,0.0,0
0.39,16.75,0.18,0.4,0.1,-0.25,10.2998,0.0,0.0,6.66,2.0,-0.27,11.0,-0.34,4.0,1.082167266,0.0,1.0,0.0,0
-0.5,28.0,-1.5,0.5,0.07,-0.42,5.6332,0.0,0.0,1.66,0.0,0.02,0.0,0.05,0.0,0.996247816,0.0,0.0,0.0,0
0.05,35.0,-0.25,99.0,-0.27,-0.02,15.6331,0.0,0.0,3.48,0.0,-0.19,4.0,-0.2,0.0,1.666711719,1.0,0.0,0.0,0
0.25,24.92,0.0,0.0,-0.09,1.43,34.2329,0.0,0.0,2.33,0.0,0.18,14.0,0.76,2.0,0.125198622,1.0,0.0,3.0,0
0.09,49.25,-2.13,0.0,-0.63,0.49,96.3164,0.0,0.0,6.77,0.0,0.57,5.0,1.09,4.0,0.368957845,1.0,0.0,0.0,0
-0.28,27.14,-2.22,1.0,-0.09,-0.27,19.4332,0.0,0.0,4.1,0.0,0.07,3.0,-0.03,0.0,1.147746679,0.0,0.0,0.0,0
-0.57,47.5,-1.58,0.4,0.06,-0.54,4.8665,0.0,0.0,1.1,0.0,-0.07,0.0,-0.06,0.0,0.663926331,0.0,0.0,0.0,0
-0.31,92.83,-6.8,0.333333333,-0.19,-0.41,28.3497,0.0,0.0,5.29,0.0,-0.45,0.0,-0.31,0.0,1.106629555,0.0,3.0,1.0,0
-0.45,33.75,5.04,0.142857143,-0.18,-0.38,5.8832,0.0,0.0,2.55,0.0,-0.12,6.0,-0.06,0.0,0.31408478,1.0,1.0,0.0,0
-0.55,35.17,0.0,0.0,0.14,0.99,34.8165,0.0,0.0,0.69,0.0,-0.08,15.0,0.88,0.0,2.052103625,0.0,0.0,0.0,0
-0.46,40.0,-1.07,0.4,0.13,-0.62,3.4332,0.0,0.0,1.23,2.0,0.06,0.0,0.05,3.5,1.958915683,0.0,1.0,0.0,0
0.09,71.33,0.42,99.0,0.21,-0.44,54.6331,0.0,0.0,17.98,0.0,0.7,0.0,0.14,0.0,0.593403948,1.0,0.0,0.0,0
-0.31,30.0,-1.54,0.0,0.07,-0.22,5.4498,0.0,0.0,1.25,0.0,-0.27,0.0,-0.18,0.0,0.755188253,0.0,0.0,0.0,1
0.5,62.5,5.38,0.0,0.28,0.45,7.233,0.0,0.0,0.41,0.0,-0.33,1.0,-0.33,0.0,1.129420989,1.0,1.0,0.0,0
-0.34,47.14,4.15,99.0,0.59,-0.25,48.7998,0.0,0.0,9.61,0.0,-0.07,5.0,0.3,0.0,0.165707728,1.0,0.0,0.0,1
0.07,92.5,-3.69,0.125,0.04,0.12,19.6165,0.0,0.0,6.65,0.0,0.15,2.0,0.12,0.0,1.262551808,0.0,0.0,0.0,0
0.01,16.25,0.38,0.375,-0.61,-0.58,5.9498,0.0,0.0,5.31,3.0,0.16,10.0,0.03,3.0,0.816254804,0.0,0.0,4.0,0
-0.55,37.57,-0.61,99.0,0.03,0.29,18.783,0.0,0.0,0.94,0.0,-0.24,0.0,-0.13,0.0,1.109644746,0.0,0.0,0.0,0
-0.89,19.1,1.2,0.444444444,-0.05,-0.89,1.3666,0.0,0.0,0.71,4.0,-0.19,12.0,-0.03,4.0,0.54636345,0.0,0.0,0.0,1
0.08,16.82,1.32,0.0,0.1,0.24,34.1331,0.0,0.0,2.19,0.0,0.24,1.0,0.37,0.0,0.853469019,0.0,0.0,3.0,0
-0.15,23.0,0.62,0.4,-0.04,-0.43,13.2998,0.0,0.0,7.31,2.0,-0.3,7.0,-0.28,2.0,0.555909603,0.0,3.0,2.0,0
-0.21,64.29,-7.94,99.0,0.03,-0.18,26.233,0.0,0.0,2.97,0.0,-0.57,1.0,-0.42,0.0,0.789429538,0.0,0.0,0.0,0
-0.78,37.5,-0.25,0.083333333,0.19,-0.58,2.1665,0.0,0.0,0.46,0.0,-0.38,7.0,-0.27,0.0,0.059708164,0.0,0.0,1.0,0
-1.0,55.0,-0.01,0.444444444,-1.03,-0.99,0.0666,0.0,0.0,0.02,4.0,-0.3,13.0,-0.25,4.0,0.990457756,0.0,0.0,0.0,1
-0.3,30.0,3.7,99.0,-0.33,-0.3,9.1165,0.0,0.0,2.22,0.0,-0.41,2.0,-0.26,0.0,1.382737405,0.0,0.0,0.0,0
